city_name,restaurant_name,request_time_local,final_delivery_time_local,order_status,dish_name,item_quantity,customizations,customization_cost_local,special_instructions,item_price,order_price,currency,restaurant_tokens,dish_name_clean,customization_clean,dish_name_to_be_processed,dish_description,sugar_level,sodium_level
Washington D.C.,McDonald's® (College Park),2019-01-25T23:36:50.000Z,2019-01-25T23:57:47.000Z,completed,Bacon McDouble Meal,2.0,"Extra Mayonnaise, Large, Extra Pickle, Sweet Iced Tea, Extra Diced Onions, French Fries",,,,20.31,USD,"{'college', 'park', 'mcdonald'}",bacon mcdouble,sweet iced tea onions french fries,bacon mcdouble sweet iced tea onions french fries,,,
Washington D.C.,McDonald's® (College Park),2018-11-17T01:40:48.000Z,,completed,Quarter Pounder With Cheese,,,,,4.89,22.23,USD,"{'college', 'park', 'mcdonald'}",quarter pounder with cheese,,quarter pounder with cheese,,,
Washington D.C.,Qu Japan,2018-10-12T20:58:20.000Z,,completed,Create Your Own Hibachi Meal 2 Proteins,,"Onion, Jalapeno, Green Pepper, Carrot, Soy Sauce, Ginger Sauce, Chicken, Noodle, Rice , Zucchini, Beef",,,10.95,32.0,USD,{'japan'},create your own hibachi proteins,onion jalapeno green pepper carrot soy sauce ginger sauce chicken noodle rice zucchini beef,create your own hibachi proteins onion jalapeno green pepper carrot soy sauce ginger sauce chicken noodle rice zucchini beef,,,
Washington D.C.,Shanghai Cafe,2018-10-09T21:15:43.000Z,,completed,General Tso's Chicken,,,,Make it extremely spicy please,9.0,20.57,USD,"{'cafe', 'shanghai'}",general tso chicken,,general tso chicken,,,
Washington D.C.,Krazi Kebob (College Park),2018-10-09T13:24:28.000Z,,completed,Paneer Stuffed Naan Bread,,,,,5.29,20.0,USD,"{'kebob', 'college', 'krazi', 'park'}",paneer stuffed naan bread,,paneer stuffed naan bread,,,
Washington D.C.,McDonald's® (College Park),2018-08-20T00:14:44.000Z,,completed,SCR Double Bacon Smokehouse Quarter - Meal,,"Medium, Add Mayonnaise, Sprite®, French Fries",,,9.29,32.6,USD,"{'college', 'park', 'mcdonald'}",scr bacon smokehouse quarter,sprite french fries,scr bacon smokehouse quarter sprite french fries,,,
Washington D.C.,Kenny's Sub Shop (Beltsville),2018-08-13T22:55:50.000Z,,completed,#Sweet sour chicken,,,,Make it extremely spicy please!!! And no shrimp in egg roll.,10.95,28.7,USD,"{'shop', 'sub', 'kenny', 'beltsville'}",sweet sour chicken,,sweet sour chicken,,,
Washington D.C.,Kenny's Sub Shop (Beltsville),2018-08-13T22:55:50.000Z,,completed,#Human Chicken,,,,Make it extremely spicy please!!! And no shrimp in egg roll,10.95,28.7,USD,"{'shop', 'sub', 'kenny', 'beltsville'}",human chicken,,human chicken,,,
Washington D.C.,Denny's (8424 BALTIMORE AVE),2018-08-08T03:22:14.000Z,,completed,Blueberry Pancake Breakfast,,"Scrambled Eggs, Half Bacon and Half Sausage, Hash Browns",,Please do not forget maple syrup and other condiments.,7.99,26.34,USD,"{'baltimore', 'ave', 'denny'}",blueberry pancake breakfast,scrambled eggs half bacon and half sausage hash browns,blueberry pancake breakfast scrambled eggs half bacon and half sausage hash browns,,,
Washington D.C.,Denny's (8424 BALTIMORE AVE),2018-08-08T03:22:14.000Z,,completed,Reduced Fat Chocolate Milk,,,,,2.79,26.34,USD,"{'baltimore', 'ave', 'denny'}",reduced fat chocolate milk,,reduced fat chocolate milk,,,
Washington D.C.,IHOP (Takoma Park),2018-07-24T23:51:32.000Z,,completed,Tuscan Scramble,,"Two Buttermilk Pancakes, Hash Browns",,Make it chocolate Choco chip pancake instead of buttermilk pancakes Don't forget maple syrup.,8.99,24.05,USD,"{'takoma', 'park', 'ihop'}",tuscan scramble,two buttermilk pancakes hash browns,tuscan scramble two buttermilk pancakes hash browns,,,
Washington D.C.,Panda Express (7316 Baltimore Ave),2018-07-15T15:22:41.000Z,,completed,Build Your Own Plate - 2 Half Sides,,"Grilled Teriyaki Chicken, Half Fried Rice, Beijing Beef, Half Chow Mein",,,8.9,39.28,USD,"{'express', 'baltimore', 'ave', 'panda'}",build your own plate half sides,grilled teriyaki chicken half fried rice beijing beef half chow mein,build your own plate half sides grilled teriyaki chicken half fried rice beijing beef half chow mein,,,
Washington D.C.,IHOP (Takoma Park),2018-07-15T02:51:05.000Z,,completed,Chicken Clubhouse Super Stacker,,French Fries (460 Calories),,,8.99,24.05,USD,"{'takoma', 'park', 'ihop'}",chicken clubhouse super stacker,french fries,chicken clubhouse super stacker french fries,,,
Washington D.C.,Kenny's Sub Shop (Beltsville),2018-07-09T22:22:47.000Z,,completed,#General chicken (spicy),,,,Make it extremely spicy please!!,10.95,32.13,USD,"{'shop', 'sub', 'kenny', 'beltsville'}",general chicken,,general chicken,,,
Washington D.C.,IHOP (Takoma Park),2018-06-29T02:20:53.000Z,,completed,Choclalte Chocolate Chip,,,,,8.99,33.58,USD,"{'takoma', 'park', 'ihop'}",choclalte chocolate chip,,choclalte chocolate chip,,,
Washington D.C.,Denny's (8424 BALTIMORE AVE),2018-06-24T01:12:33.000Z,,completed,New! Peanut Butter Cream Pancake Breakfast,,"Scrambled Eggs, Half Bacon and Half Sausage, Cheddar Cheese Hash Browns",,,8.29,33.11,USD,"{'baltimore', 'ave', 'denny'}",new peanut butter cream pancake breakfast,scrambled eggs half bacon and half sausage cheddar cheese hash browns,new peanut butter cream pancake breakfast scrambled eggs half bacon and half sausage cheddar cheese hash browns,,,
Washington D.C.,IHOP (Takoma Park),2018-06-10T03:01:59.000Z,,completed,Californian Scramble,,"Onion Hash, Toast",,,8.99,30.18,USD,"{'takoma', 'park', 'ihop'}",californian scramble,onion hash toast,californian scramble onion hash toast,,,
Washington D.C.,IHOP (Takoma Park),2018-06-09T03:27:22.000Z,,completed,Pancake Combo,,"Rooty Tooty Fresh and Fruity Pancakes, Scrambled, Red Velvet, Two Bacon",,,9.29,24.68,USD,"{'takoma', 'park', 'ihop'}",pancake,rooty tooty fresh and fruity pancakes scrambled red velvet two bacon,pancake rooty tooty fresh and fruity pancakes scrambled red velvet two bacon,,,
Washington D.C.,King Kong Restaurant (Hyattsville),2018-06-05T11:29:12.000Z,,completed,Spicy Tangy Chicken,,"Small, Fried Rice",,Extra spicy please,8.49,31.89,USD,"{'restaurant', 'king', 'hyattsville', 'kong'}",spicy tangy chicken,fried rice,spicy tangy chicken fried rice,,,
Washington D.C.,Denny's (8424 BALTIMORE AVE),2018-05-17T23:28:21.000Z,,completed,Chicken Philly Melt,,Bacon Cheddar Tots,,,9.59,26.57,USD,"{'baltimore', 'ave', 'denny'}",chicken philly melt,bacon cheddar tots,chicken philly melt bacon cheddar tots,,,
Washington D.C.,The Jerk Pit (College Park),2018-03-24T00:13:51.000Z,,completed,Curry Chicken,,"Medium , Rice & Peas, Steamed Vegetables",,Make it extra spicy,9.5,40.92,USD,"{'jerk', 'pit', 'college', 'the', 'park'}",curry chicken,rice and peas steamed vegetables,curry chicken rice and peas steamed vegetables,,,
Washington D.C.,Denny's (8424 BALTIMORE AVE),2018-01-24T22:55:45.000Z,,completed,Chicken Bacon Classic,,"Cheddar Bun, Onion Rings, French Fries",,Ketchup and hot sauce,9.29,24.68,USD,"{'baltimore', 'ave', 'denny'}",chicken bacon classic,cheddar bun onion rings french fries,chicken bacon classic cheddar bun onion rings french fries,,,
Washington D.C.,McDonald's® (Bwr Rbd 190028 Greenbelt),2017-12-17T03:14:02.000Z,,completed,Signature Crafted Grilled Chicken Meal,,"Medium, Fries, Diet Coke®, Sesame, Signature Sriracha",,,7.99,21.93,USD,"{'rbd', 'bwr', 'greenbelt', 'mcdonald'}",signature crafted grilled chicken,fries diet coke sesame signature sriracha,signature crafted grilled chicken fries diet coke sesame signature sriracha,,,
Washington D.C.,King Kong Restaurant (Hyattsville),2017-12-10T21:23:46.000Z,,completed,Kung Pao Chicken Combination Platter,,,,,7.95,28.71,USD,"{'restaurant', 'king', 'hyattsville', 'kong'}",kung pao chicken combination,,kung pao chicken combination,,,
Washington D.C.,King Kong Restaurant (Hyattsville),2017-12-10T21:23:46.000Z,,completed,Orange Chicken Combination Platter,,,,,7.95,28.71,USD,"{'restaurant', 'king', 'hyattsville', 'kong'}",orange chicken combination,,orange chicken combination,,,
Washington D.C.,Kenny's Sub Shop (Beltsville),2017-12-08T22:53:46.000Z,,completed,#Pepper steak W. onion,,,,Make it spicy,10.95,32.43,USD,"{'shop', 'sub', 'kenny', 'beltsville'}",pepper steak onion,,pepper steak onion,,,
Washington D.C.,King Kong Restaurant (Hyattsville),2017-12-03T22:05:31.000Z,,completed,Combination Lo Mein,,Small,,No shrimp please I'm allergic add hot & spicy,6.95,54.0,USD,"{'restaurant', 'king', 'hyattsville', 'kong'}",combination lo mein,,combination lo mein,,,
Washington D.C.,King Kong Restaurant (Hyattsville),2017-12-03T21:52:13.000Z,,canceled,Combination Fried Rice,,Small,,No shrimp!! Allergic!! Hot & spicy,6.95,0.0,USD,"{'restaurant', 'king', 'hyattsville', 'kong'}",combination fried rice,,combination fried rice,,,
Washington D.C.,McDonald's® (College Park),2017-12-02T03:16:23.000Z,,completed,3 Hotcakes,,,,,3.59,24.89,USD,"{'college', 'park', 'mcdonald'}",hotcakes,,hotcakes,,,
Washington D.C.,Cluck-U Chicken (College Park),2017-12-01T00:13:54.000Z,,completed,Canned Soft Drink,,Diet Pepsi,,,2.19,29.53,USD,"{'cluck', 'college', 'chicken', 'park'}",canned soft drink,diet pepsi,canned soft drink diet pepsi,,,
Washington D.C.,Kenny's Sub Shop (Beltsville),2017-11-18T22:48:52.000Z,,completed,Fried dumping(8),,,,,7.25,35.89,USD,"{'shop', 'sub', 'kenny', 'beltsville'}",fried dumping,,fried dumping,,,
Washington D.C.,Pizza Mart (College Park),2017-11-14T01:43:02.000Z,,completed,Chicken Alfredo,,,,,11.99,36.76,USD,"{'college', 'mart', 'park', 'pizza'}",chicken alfredo,,chicken alfredo,,,
Washington D.C.,Pizza Mart (College Park),2017-11-14T01:43:02.000Z,,completed,Fish Platter,,,,,9.99,36.76,USD,"{'college', 'mart', 'park', 'pizza'}",fish,,fish,,,
Washington D.C.,McDonald's® (College Park),2017-11-13T00:47:31.000Z,,completed,World Famous Fries®,,Large,,,1.79,27.43,USD,"{'college', 'park', 'mcdonald'}",world famous fries,,world famous fries,,,
Washington D.C.,McDonald's® (College Park),2017-11-13T00:47:31.000Z,,completed,20pc. Chicken McNuggets® (serves 2),,"Sriracha Mac Sauce, Signature Sauce",,,5.0,27.43,USD,"{'college', 'park', 'mcdonald'}",chicken mcnuggets,sriracha mac sauce signature sauce,chicken mcnuggets sriracha mac sauce signature sauce,,,
Washington D.C.,Super Japan (Greenbelt),2017-11-09T16:45:34.000Z,,completed,Chicken Cheesesteak Roll,,,,,2.0,33.58,USD,"{'japan', 'greenbelt', 'super'}",chicken cheesesteak roll,,chicken cheesesteak roll,,,
Washington D.C.,Super Japan (Greenbelt),2017-11-09T16:45:34.000Z,,completed,Fried Dumpling (8pcs),,,,,4.69,33.58,USD,"{'japan', 'greenbelt', 'super'}",fried dumpling,,fried dumpling,,,
Washington D.C.,Super Japan (Greenbelt),2017-11-09T16:45:34.000Z,,completed,Teriyaki Chicken and Shrimp,,"Mixed vegetables, Two sauces, Fried Rice",,,8.29,33.58,USD,"{'japan', 'greenbelt', 'super'}",teriyaki chicken and shrimp,mixed vegetables two sauces fried rice,teriyaki chicken and shrimp mixed vegetables two sauces fried rice,,,
Washington D.C.,"TGI Fridays (1759 - Greenbelt, MD)",2017-10-17T23:14:50.000Z,,completed,Flat Iron Steak,,"Jasmine Rice Pilaf, Well Done, Plain Steak, Parmesan Butter, Seasoned Fries",,,14.49,46.29,USD,"{'tgi', 'greenbelt', 'fridays'}",flat iron steak,jasmine rice pilaf well done plain steak parmesan butter seasoned fries,flat iron steak jasmine rice pilaf well done plain steak parmesan butter seasoned fries,,,
Washington D.C.,"TGI Fridays (1759 - Greenbelt, MD)",2017-10-17T23:14:50.000Z,,completed,Southern Fried Chicken Sandwich,,"Regular, Monterey Jack Cheese, Seasoned Fries",,,9.49,46.29,USD,"{'tgi', 'greenbelt', 'fridays'}",southern fried chicken sandwich,monterey jack cheese seasoned fries,southern fried chicken sandwich monterey jack cheese seasoned fries,,,
